PolicyID,CustomerID,Product,CoverageAmount,PremiumAmount,PolicyTermYears,Status,PolicyStartDate,PolicyLapseDate,BeneficiaryRelation
POL01604,CUST00997,Term Life,101193.83,21.21,20,Active,2025-01-03,,Trust/Charity
POL01605,CUST01166,Term Life,134847.03,75.06,30,Active,2025-10-10,,Spouse
POL01606,CUST03779,Annuity,190582.43,31.36,20,Active,2023-04-03,,Child
POL01607,CUST03922,Unit-linked,213013.37,91.72,3,Active,2022-01-22,,Parent
POL01608,CUST01990,Critical Illness,135050.94,30.35,11,Active,2025-10-06,,Child
POL01609,CUST03828,Unit-linked,157219.92,44.87,20,Lapsed,2022-01-25,2023-08-10,Trust/Charity
POL01610,CUST01853,Unit-linked,163071.74,20.0,8,Active,2025-10-12,,Spouse
POL01611,CUST02915,Term Life,251137.3,20.0,30,Lapsed,2025-12-21,2022-07-17,Other
POL01612,CUST03305,Term Life,62267.27,20.0,16,Active,2023-01-04,,Child
POL01613,CUST04088,Term Life,129610.94,25.68,10,Active,2025-04-14,,Spouse
POL01614,CUST01798,Term Life,116184.68,20.0,10,Active,2024-08-19,,Child
POL01615,CUST01725,Annuity,200000.0,41.67,30,Active,2023-01-06,,Spouse
POL01616,CUST04932,Annuity,87344.31,20.0,19,Lapsed,2022-09-15,2025-06-22,Spouse
POL01617,CUST02557,Unit-linked,107745.5,41.03,13,Active,2023-12-26,,Spouse
POL01618,CUST03766,Unit-linked,67405.42,20.0,26,Active,2024-08-01,,Spouse
POL01619,CUST01811,Annuity,371905.55,20.79,20,Lapsed,2024-07-13,2025-07-23,Child
POL01620,CUST04502,Unit-linked,138242.8,20.0,20,Active,2023-02-26,,Child
POL01621,CUST04413,Term Life,109008.28,20.0,10,Active,2023-01-28,,Spouse
POL01622,CUST03402,Term Life,172752.39,41.58,20,Active,2023-09-16,,Child
POL01623,CUST02142,Annuity,147638.81,33.4,10,Active,2025-03-09,,Other
POL01624,CUST01765,Term Life,125515.75,43.73,30,Active,2022-04-10,,Spouse
POL01625,CUST02950,Whole Life,92750.08,20.0,30,Active,2023-07-22,,Spouse
POL01626,CUST03295,Term Life,56518.55,24.15,20,Active,2022-07-09,,Spouse
POL01627,CUST01897,Unit-linked,88483.31,20.0,10,Active,2023-01-09,,Child
POL01628,CUST02167,Term Life,38337.35,27.32,30,Active,2024-01-17,,Spouse
POL01629,CUST02270,Unit-linked,122924.1,30.86,20,Active,2022-09-04,,Trust/Charity
POL01630,CUST02533,Term Life,34363.5,20.0,10,Active,2024-07-04,,Spouse
POL01631,CUST02141,Unit-linked,89464.23,20.0,20,Active,2022-01-28,,Spouse
POL01632,CUST01925,Term Life,108321.26,20.87,30,Active,2022-11-16,,Spouse
POL01633,CUST00155,Whole Life,195500.85,25.89,20,Active,2023-12-26,,Spouse
POL01634,CUST04333,Annuity,156079.62,20.0,20,Active,2025-01-24,,Spouse
POL01635,CUST02864,Annuity,159905.95,41.34,27,Active,2024-12-19,,Child
POL01636,CUST01367,Term Life,92814.89,84.75,10,Active,2023-01-16,,Child
POL01637,CUST01616,Critical Illness,159559.49,27.16,20,Active,2025-04-07,,Spouse
POL01638,CUST03226,Unit-linked,79060.51,20.0,30,Active,2023-08-16,,Spouse
POL01639,CUST03503,Term Life,85400.66,83.33,10,Active,2025-08-12,,Other
POL01640,CUST02956,Critical Illness,152257.96,43.41,10,Active,2022-07-07,,Child
POL01641,CUST02528,Term Life,245933.87,62.67,30,Lapsed,2024-01-20,2024-06-25,Spouse
POL01642,CUST04549,Whole Life,90160.96,40.33,10,Active,2024-01-06,,Child
POL01643,CUST01067,Term Life,77592.04,65.37,20,Active,2022-01-22,,Spouse
POL01644,CUST03326,Term Life,143296.26,44.82,5,Active,2022-01-02,,Trust/Charity
POL01645,CUST00671,Term Life,156405.33,115.93,10,Active,2022-01-11,,Spouse
POL01646,CUST00001,Term Life,75261.63,31.23,30,Active,2023-03-14,,Child
POL01647,CUST04091,Annuity,46844.01,20.0,20,Active,2024-02-19,,Child
POL01648,CUST04297,Term Life,110786.86,41.67,20,Active,2025-02-25,,Spouse
POL01649,CUST02048,Endowment,96878.27,47.16,20,Active,2022-12-10,,Trust/Charity
POL01650,CUST04938,Term Life,94687.4,20.0,30,Active,2024-02-16,,Spouse
POL01651,CUST00219,Whole Life,133776.9,83.33,30,Active,2025-10-15,,Spouse
POL01652,CUST03171,Term Life,77187.19,47.37,10,Lapsed,2025-01-04,2023-06-15,Child
POL01653,CUST01484,Whole Life,317929.67,32.36,20,Active,2023-04-02,,Other
POL01654,CUST03169,Whole Life,77212.16,20.0,20,Active,2023-08-09,,Other
POL01655,CUST03841,Term Life,71420.59,34.06,10,Active,2024-01-12,,Child
POL01656,CUST03636,Term Life,203564.37,40.46,30,Lapsed,2025-03-15,2022-08-11,Spouse
POL01657,CUST02525,Whole Life,200000.0,29.64,10,Active,2025-02-22,,Other
POL01658,CUST01498,Term Life,124345.82,20.0,10,Active,2022-07-27,,Spouse
POL01659,CUST03473,Term Life,28490.27,20.0,5,Lapsed,2025-07-25,2024-08-20,Parent
POL01660,CUST03885,Term Life,172408.93,44.57,10,Active,2024-01-17,,Spouse
POL01661,CUST03922,Critical Illness,104540.54,39.96,3,Active,2024-10-27,,Spouse
POL01662,CUST01593,Term Life,76847.97,34.5,29,Active,2024-07-09,,Other
POL01663,CUST00418,Whole Life,119259.38,23.99,20,Active,2023-01-05,,Child
POL01664,CUST04036,Term Life,50547.0,129.64,26,Active,2025-06-26,,Other
POL01665,CUST02161,Whole Life,76426.57,41.67,10,Active,2025-09-21,,Other
POL01666,CUST03154,Whole Life,159174.24,20.0,22,Active,2024-10-15,,Spouse
POL01667,CUST01954,Term Life,128514.93,53.62,20,Active,2024-08-28,,Spouse
POL01668,CUST00295,Unit-linked,110561.36,41.67,5,Active,2024-03-01,,Spouse
POL01669,CUST04056,Term Life,110603.82,20.0,5,Active,2022-01-18,,Trust/Charity
POL01670,CUST04294,Term Life,67242.36,26.22,20,Active,2023-06-21,,Spouse
POL01671,CUST02726,Term Life,92980.72,40.78,5,Active,2025-04-26,,Child
POL01672,CUST02290,Term Life,170048.84,32.09,30,Lapsed,2025-01-17,2023-08-07,Parent
POL01673,CUST01627,Unit-linked,309173.72,53.58,20,Active,2025-06-19,,Trust/Charity
POL01674,CUST04973,Term Life,50940.07,52.63,10,Active,2025-01-20,,Child
POL01675,CUST04299,Term Life,318803.66,140.24,20,Active,2024-01-26,,Spouse
POL01676,CUST03888,Term Life,94217.17,65.53,20,Active,2023-01-02,,Child
POL01677,CUST02251,Unit-linked,86025.14,40.39,30,Active,2022-01-24,,Parent
POL01678,CUST01789,Endowment,348960.41,28.56,20,Lapsed,2024-01-27,2022-06-26,Child
POL01679,CUST01156,Unit-linked,124496.78,41.67,30,Active,2023-09-28,,Spouse
POL01680,CUST04763,Term Life,452699.35,52.12,10,Active,2024-04-13,,Child
POL01681,CUST03498,Term Life,200000.0,40.97,20,Lapsed,2025-07-24,2023-06-16,Spouse
POL01682,CUST01610,Annuity,248753.21,48.25,20,Active,2025-10-09,,Trust/Charity
POL01683,CUST04871,Unit-linked,34182.36,41.75,20,Active,2022-01-23,,Child
POL01684,CUST04715,Whole Life,79868.08,20.0,10,Lapsed,2022-02-03,2025-07-02,Parent
POL01685,CUST04368,Endowment,109512.66,23.5,5,Active,2024-01-04,,Spouse
POL01686,CUST04241,Term Life,271513.45,20.0,20,Active,2025-08-19,,Trust/Charity
POL01687,CUST01656,Critical Illness,144363.64,23.07,20,Active,2022-04-14,,Spouse
POL01688,CUST02061,Unit-linked,199136.75,23.58,30,Active,2024-01-15,,Spouse
POL01689,CUST03040,Annuity,64646.09,118.17,30,Active,2023-08-28,,Spouse
POL01690,CUST02817,Term Life,67867.61,102.02,10,Lapsed,2023-11-14,2025-06-24,Spouse
POL01691,CUST03305,Annuity,79269.77,110.89,16,Active,2024-08-14,,Spouse
POL01692,CUST00697,Whole Life,445709.59,36.11,20,Active,2022-12-06,,Child
POL01693,CUST01959,Term Life,57348.48,26.55,5,Active,2022-07-28,,Child
POL01694,CUST00899,Unit-linked,446845.18,23.6,6,Active,2025-01-15,,Spouse
POL01695,CUST04818,Term Life,294951.63,20.0,10,Active,2022-05-23,,Spouse
POL01696,CUST02035,Term Life,29533.26,26.6,30,Active,2025-09-01,,Spouse
POL01697,CUST04137,Whole Life,77381.48,41.67,20,Lapsed,2025-01-19,2022-08-26,Spouse
POL01698,CUST03313,Whole Life,210155.74,49.32,20,Active,2022-06-01,,Child
POL01699,CUST02189,Critical Illness,152563.66,45.86,20,Active,2022-01-15,,Child
POL01700,CUST04406,Term Life,130062.19,20.0,10,Active,2025-05-17,,Child
POL01701,CUST04196,Whole Life,96162.94,33.82,5,Active,2023-01-09,,Spouse
POL01702,CUST03788,Term Life,117884.42,30.99,20,Active,2024-01-22,,Child
POL01703,CUST02384,Term Life,126835.97,20.0,20,Active,2023-10-16,,Spouse
POL01704,CUST00473,Unit-linked,118160.7,20.0,20,Active,2022-04-28,,Child
POL01705,CUST04145,Unit-linked,113633.33,29.02,20,Active,2025-01-26,,Spouse
POL01706,CUST02012,Term Life,56534.42,25.49,20,Active,2025-02-16,,Spouse
POL01707,CUST02667,Term Life,102809.19,34.42,30,Active,2024-09-09,,Spouse
POL01708,CUST00341,Whole Life,92700.72,60.03,20,Active,2024-11-24,,Parent
POL01709,CUST00196,Term Life,199363.81,20.59,10,Lapsed,2023-01-21,2024-07-01,Child
POL01710,CUST02803,Annuity,130689.84,49.6,19,Active,2022-01-04,,Spouse
POL01711,CUST00309,Term Life,400000.0,38.17,20,Active,2025-10-13,,Child
POL01712,CUST00174,Term Life,193942.61,33.92,20,Active,2023-03-12,,Spouse
POL01713,CUST03273,Endowment,248563.66,22.79,5,Active,2023-01-01,,Spouse
POL01714,CUST04859,Term Life,154462.73,21.09,20,Active,2024-01-09,,Other
POL01715,CUST00492,Term Life,249403.35,20.0,20,Active,2025-11-07,,Parent
POL01716,CUST00210,Whole Life,178871.55,20.0,20,Active,2024-01-07,,Child
POL01717,CUST02673,Critical Illness,284612.01,20.0,13,Active,2024-01-05,,Spouse
POL01718,CUST04355,Term Life,51546.48,105.93,20,Active,2022-01-25,,Parent
POL01719,CUST03149,Term Life,200000.0,21.85,30,Active,2022-03-10,,Spouse
POL01720,CUST01019,Unit-linked,92720.09,20.96,30,Active,2023-01-02,,Other
POL01721,CUST02839,Term Life,224337.65,20.0,20,Active,2025-05-07,,Child
POL01722,CUST02940,Whole Life,175549.58,38.35,10,Active,2025-08-07,,Parent
POL01723,CUST04304,Whole Life,137846.75,135.42,20,Active,2024-03-27,,Spouse
POL01724,CUST02682,Whole Life,87808.28,20.0,20,Active,2022-01-12,,Child
POL01725,CUST04389,Term Life,93219.96,21.98,10,Active,2023-01-28,,Spouse
POL01726,CUST04220,Whole Life,223187.56,79.16,20,Active,2024-07-28,,Spouse
POL01727,CUST02908,Annuity,178974.16,20.0,30,Active,2024-02-06,,Child
POL01728,CUST02991,Term Life,330253.74,95.27,20,Active,2025-11-25,,Spouse
POL01729,CUST04308,Unit-linked,90720.16,44.62,10,Active,2024-02-11,,Child
POL01730,CUST01996,Term Life,96896.81,44.88,10,Active,2022-01-19,,Parent
POL01731,CUST02689,Whole Life,99850.4,135.42,20,Active,2025-05-13,,Child
POL01732,CUST02773,Annuity,88269.67,20.77,5,Active,2024-01-17,,Child
POL01733,CUST04793,Term Life,111963.79,20.0,10,Lapsed,2024-12-24,2023-08-09,Spouse
POL01734,CUST02360,Annuity,114181.85,117.47,20,Active,2022-05-08,,Child
POL01735,CUST03383,Term Life,193306.27,63.17,10,Active,2024-06-26,,Child
POL01736,CUST01723,Whole Life,61079.25,28.84,10,Lapsed,2022-06-28,2023-08-05,Spouse
POL01737,CUST03658,Term Life,154414.83,48.68,20,Active,2024-06-15,,Child
POL01738,CUST03702,Whole Life,129719.86,37.77,20,Active,2024-08-12,,Spouse
POL01739,CUST01473,Unit-linked,122699.65,20.0,20,Active,2022-12-05,,Spouse
POL01740,CUST03664,Whole Life,201530.12,24.19,10,Active,2024-01-24,,Spouse
POL01741,CUST02034,Whole Life,86269.34,37.59,30,Active,2022-08-01,,Child
POL01742,CUST02334,Unit-linked,144557.27,41.67,28,Active,2024-06-18,,Parent
POL01743,CUST04662,Annuity,159858.26,41.67,11,Active,2025-07-09,,Spouse
POL01744,CUST00864,Critical Illness,74788.71,65.83,10,Active,2023-03-22,,Child
POL01745,CUST03455,Term Life,81507.6,75.32,20,Active,2022-08-05,,Parent
POL01746,CUST04801,Endowment,331903.58,49.48,10,Active,2022-01-06,,Spouse
POL01747,CUST03530,Unit-linked,127838.1,52.88,5,Active,2022-10-13,,Spouse
POL01748,CUST01253,Term Life,130266.27,20.0,20,Active,2025-11-13,,Spouse
POL01749,CUST02318,Unit-linked,302257.62,107.64,30,Active,2023-02-09,,Child
POL01750,CUST00404,Critical Illness,74364.69,20.0,20,Active,2024-01-12,,Child
POL01751,CUST01971,Term Life,103264.8,124.48,20,Active,2024-06-20,,Child
POL01752,CUST02978,Annuity,148983.18,24.33,20,Active,2022-03-14,,Parent
POL01753,CUST01758,Endowment,98021.45,41.67,5,Active,2025-01-23,,Spouse
POL01754,CUST03396,Term Life,81109.13,54.51,10,Lapsed,2024-01-25,2022-06-17,Child
POL01755,CUST03419,Annuity,352239.62,60.26,20,Lapsed,2024-01-07,2022-07-11,Parent
POL01756,CUST03862,Annuity,33869.69,41.67,6,Active,2022-03-21,,Trust/Charity
POL01757,CUST01896,Term Life,302914.6,42.78,20,Active,2025-01-02,,Spouse
POL01758,CUST01987,Whole Life,80084.64,20.0,30,Active,2025-11-02,,Child
POL01759,CUST04240,Unit-linked,184648.36,71.47,18,Active,2024-09-21,,Spouse
POL01760,CUST00273,Whole Life,381421.19,82.11,10,Lapsed,2023-09-20,2022-07-27,Spouse
POL01761,CUST01676,Term Life,165283.37,34.96,30,Active,2023-01-13,,Spouse
POL01762,CUST00270,Term Life,125731.27,24.27,30,Active,2023-04-23,,Other
POL01763,CUST04674,Term Life,79451.55,20.0,20,Active,2022-08-06,,Parent
POL01764,CUST01934,Whole Life,169553.26,87.18,10,Active,2025-11-17,,Spouse
POL01765,CUST00514,Term Life,182314.39,44.52,24,Active,2023-10-17,,Spouse
POL01766,CUST03684,Endowment,70285.27,20.0,30,Active,2025-07-14,,Child
POL01767,CUST02236,Term Life,85334.32,20.0,10,Active,2022-03-18,,Spouse
POL01768,CUST04198,Whole Life,196276.9,23.37,20,Active,2024-03-06,,Spouse
POL01769,CUST03315,Term Life,145693.77,121.41,5,Active,2024-08-05,,Other
POL01770,CUST03383,Term Life,150003.78,97.48,20,Active,2024-01-15,,Spouse
POL01771,CUST01590,Term Life,162630.41,39.05,20,Active,2025-03-20,,Spouse
POL01772,CUST03329,Term Life,66772.89,41.67,5,Active,2024-01-17,,Child
POL01773,CUST04502,Term Life,106668.67,37.28,30,Active,2024-05-20,,Spouse
POL01774,CUST02548,Term Life,145890.55,101.92,10,Active,2022-08-10,,Spouse
POL01775,CUST02107,Term Life,65547.16,41.67,20,Active,2023-10-26,,Child
POL01776,CUST02743,Whole Life,184717.03,77.54,20,Active,2024-01-11,,Spouse
POL01777,CUST03304,Term Life,203646.59,56.24,10,Active,2023-03-20,,Other
POL01778,CUST01250,Whole Life,106602.26,32.74,20,Active,2022-10-28,,Child
POL01779,CUST04631,Term Life,150063.48,32.74,20,Active,2025-05-13,,Child
POL01780,CUST04254,Term Life,151133.91,46.75,5,Active,2022-01-22,,Spouse
POL01781,CUST01491,Term Life,55508.2,35.46,16,Active,2023-10-08,,Child
POL01782,CUST01117,Term Life,84348.35,50.32,30,Active,2025-09-05,,Spouse
POL01783,CUST00429,Term Life,61244.11,123.3,5,Active,2023-01-08,,Child
POL01784,CUST02210,Term Life,110575.17,22.42,10,Active,2025-01-22,,Spouse
POL01785,CUST01669,Annuity,92449.73,83.21,5,Active,2024-08-23,,Spouse
POL01786,CUST04266,Term Life,25000.0,24.13,7,Active,2023-08-02,,Parent
POL01787,CUST02685,Term Life,170943.74,23.83,10,Active,2024-11-22,,Spouse
POL01788,CUST03271,Endowment,134044.3,20.0,5,Active,2024-11-27,,Trust/Charity
POL01789,CUST04600,Term Life,149438.03,29.84,30,Lapsed,2024-01-11,2023-07-21,Child
POL01790,CUST03923,Term Life,299385.31,31.75,20,Active,2024-05-20,,Spouse
POL01791,CUST03393,Term Life,140056.42,72.44,20,Active,2025-03-02,,Spouse
POL01792,CUST00879,Term Life,74776.97,47.45,10,Active,2024-07-07,,Parent
POL01793,CUST01454,Unit-linked,76018.12,45.72,10,Active,2024-01-05,,Other
POL01794,CUST04178,Term Life,94508.29,60.16,4,Active,2025-05-23,,Other
POL01795,CUST00415,Term Life,92150.82,47.09,10,Active,2022-01-21,,Child
POL01796,CUST04682,Whole Life,212996.46,20.0,10,Active,2022-06-26,,Spouse
POL01797,CUST03064,Whole Life,200000.0,37.55,20,Active,2023-04-11,,Other
POL01798,CUST04483,Annuity,154692.53,83.33,18,Active,2022-09-21,,Spouse
POL01799,CUST01520,Term Life,65338.26,41.67,20,Active,2025-12-14,,Child
POL01800,CUST01677,Term Life,105574.74,35.05,30,Active,2025-01-22,,Child
POL01801,CUST00390,Term Life,64540.56,73.38,10,Active,2023-03-07,,Spouse
POL01802,CUST00012,Whole Life,200000.0,41.67,29,Active,2022-12-24,,Spouse
POL01803,CUST00354,Whole Life,142481.37,20.0,20,Active,2023-01-05,,Spouse
POL01804,CUST04331,Term Life,111725.04,40.1,20,Active,2024-08-19,,Other
POL01805,CUST04903,Term Life,214253.81,48.5,10,Lapsed,2023-01-16,2023-07-20,Spouse
POL01806,CUST03516,Endowment,75874.3,20.0,30,Active,2022-01-26,,Spouse
POL01807,CUST02593,Critical Illness,71074.25,102.37,5,Active,2023-09-02,,Child
POL01808,CUST03964,Term Life,298237.35,20.0,11,Active,2024-12-04,,Parent
POL01809,CUST00088,Term Life,123197.22,20.0,27,Active,2023-03-04,,Parent
POL01810,CUST04814,Term Life,200924.45,29.32,10,Active,2023-06-27,,Spouse
POL01811,CUST02314,Annuity,42519.48,95.48,5,Active,2023-04-02,,Child
POL01812,CUST01034,Term Life,146975.98,188.0,20,Active,2022-04-06,,Spouse
POL01813,CUST03368,Whole Life,41758.2,20.0,20,Active,2023-01-08,,Child
POL01814,CUST00708,Term Life,108650.08,23.6,20,Lapsed,2024-06-17,2023-07-15,Child
POL01815,CUST02669,Endowment,197393.54,45.26,20,Active,2025-03-15,,Spouse
POL01816,CUST00443,Unit-linked,115861.03,20.0,10,Lapsed,2025-07-24,2025-08-11,Other
POL01817,CUST00923,Term Life,199746.22,20.0,10,Active,2024-01-24,,Other
POL01818,CUST03576,Annuity,64057.22,82.2,11,Lapsed,2025-01-19,2025-06-25,Other
POL01819,CUST01456,Endowment,150035.09,53.1,30,Active,2022-01-28,,Child
POL01820,CUST04905,Term Life,83079.32,38.38,20,Active,2023-01-08,,Spouse
POL01821,CUST01537,Term Life,148737.96,39.44,20,Active,2023-04-01,,Child
POL01822,CUST03035,Term Life,149360.97,35.77,20,Active,2024-05-03,,Spouse
POL01823,CUST03429,Annuity,484653.53,22.59,20,Active,2025-01-19,,Child
POL01824,CUST01190,Whole Life,156954.15,135.42,10,Active,2023-12-02,,Child
POL01825,CUST01447,Critical Illness,167191.24,36.43,20,Active,2025-05-24,,Child
POL01826,CUST02738,Endowment,106091.61,20.0,20,Active,2024-11-24,,Spouse
POL01827,CUST00201,Term Life,256514.51,21.65,10,Lapsed,2022-01-10,2022-07-23,Spouse
POL01828,CUST02496,Term Life,400000.0,70.29,30,Lapsed,2024-01-04,2023-06-10,Parent
POL01829,CUST03205,Term Life,133888.72,33.62,5,Active,2023-12-08,,Spouse
POL01830,CUST01663,Term Life,190541.5,22.17,20,Active,2024-01-16,,Child
POL01831,CUST03017,Term Life,186115.18,20.0,20,Active,2025-04-23,,Spouse
POL01832,CUST00023,Term Life,116945.07,38.37,20,Active,2024-09-04,,Spouse
POL01833,CUST02158,Whole Life,221204.89,83.33,30,Active,2025-01-02,,Child
POL01834,CUST01201,Term Life,72586.32,76.0,5,Active,2025-01-01,,Spouse
POL01835,CUST02208,Term Life,173762.39,29.52,30,Active,2023-02-11,,Other
POL01836,CUST01389,Annuity,54958.1,25.77,16,Active,2023-11-28,,Other
POL01837,CUST04631,Term Life,68094.07,33.5,20,Active,2025-02-21,,Spouse
POL01838,CUST04416,Term Life,139045.29,41.67,20,Active,2022-09-15,,Spouse
POL01839,CUST03640,Whole Life,105760.96,20.0,10,Active,2022-06-16,,Spouse
POL01840,CUST01939,Whole Life,196414.99,20.0,30,Active,2023-10-01,,Child
POL01841,CUST00566,Term Life,42293.68,83.61,10,Active,2024-11-24,,Spouse
POL01842,CUST04830,Critical Illness,92937.86,41.67,20,Active,2025-01-20,,Spouse
POL01843,CUST01549,Annuity,263026.17,20.0,20,Active,2022-01-16,,Spouse
POL01844,CUST03078,Whole Life,200000.0,20.0,20,Active,2022-08-17,,Child
POL01845,CUST02111,Whole Life,413438.31,35.05,20,Active,2025-01-12,,Spouse
POL01846,CUST02424,Term Life,78304.0,83.33,5,Active,2023-06-24,,Parent
POL01847,CUST03019,Whole Life,50931.95,26.78,10,Active,2025-11-28,,Child
POL01848,CUST03130,Unit-linked,158428.06,20.0,30,Active,2024-01-13,,Child
POL01849,CUST00101,Term Life,219142.19,48.76,20,Active,2024-11-14,,Other
POL01850,CUST01493,Term Life,596577.26,33.81,20,Lapsed,2023-10-14,2023-08-22,Parent
POL01851,CUST03137,Unit-linked,202323.96,66.02,20,Active,2022-02-18,,Spouse
POL01852,CUST00163,Term Life,171995.8,20.0,30,Active,2023-01-14,,Parent
POL01853,CUST04813,Whole Life,208613.25,62.88,30,Active,2024-10-28,,Spouse
POL01854,CUST04552,Annuity,171681.57,91.6,30,Lapsed,2025-01-02,2023-06-16,Other
POL01855,CUST03327,Unit-linked,257981.88,202.65,10,Active,2022-09-12,,Spouse
POL01856,CUST04291,Term Life,53684.4,45.74,30,Lapsed,2025-08-26,2024-08-19,Child
POL01857,CUST03802,Term Life,89400.98,30.94,30,Active,2025-01-17,,Spouse
POL01858,CUST00823,Whole Life,310145.65,83.33,20,Active,2024-01-14,,Spouse
POL01859,CUST04914,Term Life,321774.6,36.09,20,Active,2025-05-01,,Spouse
POL01860,CUST03683,Term Life,79540.0,119.11,10,Active,2024-01-20,,Child
POL01861,CUST04611,Term Life,41511.14,35.28,30,Lapsed,2023-10-05,2022-06-12,Spouse
POL01862,CUST03287,Term Life,126936.81,38.23,20,Active,2025-01-26,,Spouse
POL01863,CUST04347,Term Life,204359.25,38.59,20,Lapsed,2023-10-12,2025-07-04,Child
POL01864,CUST02176,Whole Life,392439.29,20.0,0,Active,2025-12-21,,Spouse
POL01865,CUST00988,Term Life,106417.97,41.67,20,Active,2022-12-16,,Spouse
POL01866,CUST02147,Term Life,280143.09,54.08,20,Active,2025-05-15,,Spouse
POL01867,CUST03062,Critical Illness,170958.7,20.5,15,Active,2024-10-21,,Child
POL01868,CUST01926,Critical Illness,76238.05,41.67,20,Active,2025-10-25,,Spouse
POL01869,CUST02872,Term Life,252098.84,63.16,16,Active,2022-01-27,,Child
POL01870,CUST03112,Whole Life,251675.8,20.0,10,Active,2022-07-05,,Other
POL01871,CUST04021,Term Life,132189.55,20.0,30,Active,2022-01-19,,Child
POL01872,CUST04794,Term Life,102337.11,20.0,20,Active,2024-04-08,,Child
POL01873,CUST01743,Term Life,81272.21,121.35,30,Active,2025-04-18,,Spouse
POL01874,CUST02629,Whole Life,54044.37,56.65,19,Active,2023-09-17,,Spouse
POL01875,CUST03911,Term Life,32082.38,23.74,10,Active,2024-04-27,,Spouse
POL01876,CUST03469,Term Life,297771.0,64.7,30,Active,2023-01-20,,Spouse
POL01877,CUST04496,Term Life,137054.17,20.98,20,Active,2025-05-17,,Spouse
POL01878,CUST01526,Endowment,119101.22,41.67,20,Active,2023-07-10,,Spouse
POL01879,CUST01001,Term Life,101443.79,20.0,20,Active,2023-10-26,,Trust/Charity
POL01880,CUST04743,Whole Life,96934.49,33.99,30,Active,2025-01-21,,Spouse
POL01881,CUST03534,Critical Illness,62460.51,36.71,20,Active,2023-01-19,,Trust/Charity
POL01882,CUST03599,Term Life,94207.43,25.94,20,Active,2022-11-11,,Spouse
POL01883,CUST03951,Endowment,145073.35,20.0,5,Active,2025-08-25,,Child
POL01884,CUST00646,Unit-linked,200000.0,35.74,30,Active,2022-04-05,,Spouse
POL01885,CUST01734,Whole Life,200000.0,20.0,20,Active,2023-06-12,,Parent
POL01886,CUST00626,Whole Life,243383.34,20.0,20,Active,2024-01-16,,Child
POL01887,CUST04813,Term Life,149645.92,30.69,10,Lapsed,2025-01-06,2024-08-02,Spouse
POL01888,CUST01540,Term Life,108523.94,24.6,20,Active,2024-12-15,,Other
POL01889,CUST03421,Term Life,199846.69,20.0,20,Active,2024-01-07,,Other
POL01890,CUST00822,Term Life,400000.0,20.0,30,Active,2025-07-01,,Child
POL01891,CUST04399,Term Life,163846.79,77.93,20,Active,2025-01-19,,Spouse
POL01892,CUST01866,Endowment,195208.07,20.0,5,Active,2024-10-09,,Parent
POL01893,CUST00495,Term Life,83275.18,20.0,10,Active,2022-02-10,,Child
POL01894,CUST03987,Term Life,133850.63,34.2,20,Active,2025-10-09,,Spouse
POL01895,CUST02857,Term Life,163073.32,23.63,10,Active,2023-10-04,,Parent
POL01896,CUST00011,Term Life,144608.51,44.43,5,Active,2022-01-17,,Child
POL01897,CUST03405,Critical Illness,141261.89,20.0,20,Active,2022-10-07,,Child
POL01898,CUST04802,Endowment,116425.68,53.27,5,Active,2025-01-11,,Spouse
POL01899,CUST02512,Whole Life,191486.59,22.4,10,Active,2022-11-04,,Spouse
POL01900,CUST04091,Term Life,79368.36,82.31,20,Active,2023-01-10,,Spouse
POL01901,CUST00757,Term Life,155999.81,23.16,20,Active,2024-07-27,,Other
POL01902,CUST01321,Term Life,61063.62,20.0,10,Active,2024-05-11,,Child
POL01903,CUST00026,Whole Life,94344.09,41.67,10,Active,2023-02-11,,Spouse
POL01904,CUST03189,Term Life,179364.32,31.38,20,Active,2023-12-05,,Parent
POL01905,CUST04666,Term Life,102575.24,21.2,10,Active,2022-08-25,,Child
POL01906,CUST02417,Term Life,289349.93,20.0,20,Active,2025-01-13,,Spouse
POL01907,CUST02789,Critical Illness,195651.85,20.0,10,Lapsed,2025-05-22,2022-07-02,Spouse
POL01908,CUST02046,Term Life,123234.31,21.88,5,Active,2022-09-02,,Child
POL01909,CUST02928,Endowment,173356.2,51.75,30,Active,2023-01-11,,Child
POL01910,CUST02127,Critical Illness,133202.54,20.0,30,Active,2022-12-24,,Child
POL01911,CUST01396,Unit-linked,78556.31,47.95,5,Active,2022-01-16,,Spouse
POL01912,CUST00551,Critical Illness,189891.16,39.08,20,Active,2024-01-14,,Other
POL01913,CUST00703,Term Life,101327.9,25.25,30,Active,2024-06-04,,Spouse
POL01914,CUST01614,Term Life,140353.49,66.22,20,Active,2022-06-05,,Other
POL01915,CUST04892,Term Life,99866.72,41.67,30,Active,2024-02-14,,Spouse
POL01916,CUST02617,Whole Life,70146.34,48.9,20,Active,2022-08-22,,Spouse
POL01917,CUST03878,Term Life,362335.9,153.93,5,Active,2022-10-23,,Spouse
POL01918,CUST02490,Term Life,184967.77,20.0,20,Active,2022-03-27,,Child
POL01919,CUST00951,Whole Life,219561.12,32.04,20,Active,2024-02-06,,Spouse
POL01920,CUST04977,Term Life,81340.9,36.96,20,Active,2024-02-04,,Spouse
POL01921,CUST00688,Unit-linked,162256.26,20.29,20,Active,2024-01-23,,Child
